application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""163/180"", ""probability"": 0.9055555555555556, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.7777777777777772, ""attempts"": 900, ""brier"": 0.07921604938271606, ""forecast"": 0.9055555555555556, ""observed"": 0.9133333333333333, ""signed_error_pp"": -0.7777777777777772, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""857/900"", ""probability"": 0.9522222222222222, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 3.888888888888886, ""attempts"": 900, ""brier"": 0.0806679012345679, ""forecast"": 0.9522222222222222, ""observed"": 0.9133333333333333, ""signed_error_pp"": 3.888888888888886, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""identified_lower"": 0.9333333333333333, ""identified_upper"": 0.9455555555555556, ""lower_exact"": ""14/15"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""851/900""}",NC,Gselected,,owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""identified_lower"": 0.9055555555555556, ""identified_upper"": 0.9333333333333333, ""lower_exact"": ""163/180"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""14/15""}",NC,G_without_deadline,,owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""41/45"", ""probability"": 0.9111111111111111, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.22222222222222365, ""attempts"": 900, ""brier"": 0.07916049382716049, ""forecast"": 0.9111111111111111, ""observed"": 0.9133333333333333, ""signed_error_pp"": -0.22222222222222365, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""identified_lower"": 0.9055555555555556, ""identified_upper"": 0.9177777777777778, ""lower_exact"": ""163/180"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""413/450""}",NC,G_without_completion,,owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 8.666666666666668, ""attempts"": 900, ""brier"": 0.08666666666666667, ""forecast"": 1.0, ""observed"": 0.9133333333333333, ""signed_error_pp"": 8.666666666666668, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""attempts"": 900, ""exact_fraction"": ""825/900"", ""probability"": 0.9166666666666666, ""reason"": null, ""status"": ""ok"", ""successes"": 825, ""timeouts"": 26}",NC,B0,"{""absolute_error_pp"": 0.33333333333332993, ""attempts"": 900, ""brier"": 0.07916666666666666, ""forecast"": 0.9166666666666666, ""observed"": 0.9133333333333333, ""signed_error_pp"": 0.33333333333332993, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--owner_details_with_visits--conditional_local"", ""probability"": 0.9166666666666666, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.33333333333332993, ""attempts"": 900, ""brier"": 0.07916666666666666, ""forecast"": 0.9166666666666666, ""observed"": 0.9133333333333333, ""signed_error_pp"": 0.33333333333332993, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--owner_details_with_visits--inclusive"", ""probability"": 0.9166666666666666, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.33333333333332993, ""attempts"": 900, ""brier"": 0.07916666666666666, ""forecast"": 0.9166666666666666, ""observed"": 0.9133333333333333, ""signed_error_pp"": 0.33333333333332993, ""successes"": 822}",owner_details_with_visits,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""271/300"", ""probability"": 0.9033333333333333, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 2.5555555555555554, ""attempts"": 900, ""brier"": 0.06670740740740741, ""forecast"": 0.9033333333333333, ""observed"": 0.9288888888888889, ""signed_error_pp"": -2.5555555555555554, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""214/225"", ""probability"": 0.9511111111111111, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 2.2222222222222254, ""attempts"": 900, ""brier"": 0.06654814814814815, ""forecast"": 0.9511111111111111, ""observed"": 0.9288888888888889, ""signed_error_pp"": 2.2222222222222254, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""identified_lower"": 0.9233333333333333, ""identified_upper"": 0.9444444444444444, ""lower_exact"": ""277/300"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""17/18""}",NC,Gselected,,create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""identified_lower"": 0.9033333333333333, ""identified_upper"": 0.92, ""lower_exact"": ""271/300"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""23/25""}",NC,G_without_deadline,,create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""91/100"", ""probability"": 0.91, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 1.8888888888888844, ""attempts"": 900, ""brier"": 0.0664111111111111, ""forecast"": 0.91, ""observed"": 0.9288888888888889, ""signed_error_pp"": -1.8888888888888844, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""identified_lower"": 0.9066666666666666, ""identified_upper"": 0.9277777777777778, ""lower_exact"": ""68/75"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""167/180""}",NC,G_without_completion,,create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 7.1111111111111125, ""attempts"": 900, ""brier"": 0.07111111111111111, ""forecast"": 1.0, ""observed"": 0.9288888888888889, ""signed_error_pp"": 7.1111111111111125, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""attempts"": 900, ""exact_fraction"": ""823/900"", ""probability"": 0.9144444444444444, ""reason"": null, ""status"": ""ok"", ""successes"": 823, ""timeouts"": 15}",NC,B0,"{""absolute_error_pp"": 1.4444444444444482, ""attempts"": 900, ""brier"": 0.06626296296296297, ""forecast"": 0.9144444444444444, ""observed"": 0.9288888888888889, ""signed_error_pp"": -1.4444444444444482, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""model_id"": ""campaign-9ed184596e658709e773--create_visit--conditional_local"", ""probability"": 0.9151246397949261, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 1.3764249093962788, ""attempts"": 900, ""brier"": 0.06624377554077497, ""forecast"": 0.9151246397949261, ""observed"": 0.9288888888888889, ""signed_error_pp"": -1.3764249093962788, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""model_id"": ""campaign-9ed184596e658709e773--create_visit--inclusive"", ""probability"": 0.8520827201646088, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 7.680616872428003, ""attempts"": 900, ""brier"": 0.07195350854175689, ""forecast"": 0.8520827201646088, ""observed"": 0.9288888888888889, ""signed_error_pp"": -7.680616872428003, ""successes"": 836}",create_visit,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""model_id"": ""campaign-9ed184596e658709e773--list_owners--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""model_id"": ""campaign-9ed184596e658709e773--list_owners--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""model_id"": ""campaign-9ed184596e658709e773--list_vets--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""model_id"": ""campaign-9ed184596e658709e773--list_vets--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,3
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/3,,qualified,"{""exact_fraction"": ""202/225"", ""probability"": 0.8977777777777778, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 2.6666666666666616, ""attempts"": 900, ""brier"": 0.07055802469135802, ""forecast"": 0.8977777777777778, ""observed"": 0.9244444444444444, ""signed_error_pp"": -2.6666666666666616, ""successes"": 832}",owner_details_with_visits,colocated,3
